type,segmen,day,amount,saldo_awal,drain_ratio,jam,cluster,is_iqr,is_z,is_iso,anomaly_vote,dist,top_reason,anomali,fraud
TRANSFER,PAYMENT · nominal kecil,23,74437,74437,1.0,15,4,1,0,1,2,2.62,saldo pengirim tidak konsisten secara logika,1,1
CASH_IN,CASH_IN · nominal sedang,16,284759,63352,4.495,14,0,1,0,0,1,1.32,saldo tujuan tidak konsisten secara logika,0,0
CASH_IN,CASH_IN · nominal sedang,8,133601,10322960,0.013,20,0,1,1,0,2,1.19,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,PAYMENT · nominal kecil,6,829012,829012,1.0,7,4,1,0,0,1,3.4,nominal transaksi sangat ekstrem,0,1
CASH_OUT,PAYMENT · nominal kecil,16,1397690,1397690,1.0,2,4,1,0,1,2,4.36,nominal transaksi sangat ekstrem,1,1
PAYMENT,CASH_OUT · nominal besar,12,45075,118,10.0,0,3,1,0,1,2,4.12,menguras hampir seluruh saldo,1,0
CASH_IN,CASH_IN · nominal sedang,11,282613,465260,0.607,16,0,1,0,0,1,0.64,saldo tujuan tidak konsisten secara logika,0,0
PAYMENT,PAYMENT · nominal kecil,9,9174,44591,0.206,17,4,0,0,0,0,0.57,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,29,799124,799124,1.0,23,4,1,0,0,1,3.77,saldo tujuan sangat ekstrem,0,1
CASH_IN,CASH_IN · nominal sedang,14,254426,1191999,0.213,12,0,1,1,0,2,1.13,saldo tujuan sangat ekstrem,1,0
CASH_OUT,PAYMENT · nominal kecil,20,36997,36997,1.0,17,4,0,0,0,0,2.17,saldo pengirim tidak konsisten secara logika,0,1
TRANSFER,CASH_IN · nominal sedang,23,834204,834204,1.0,3,0,1,0,1,2,4.58,saldo tujuan tidak konsisten secara logika,1,1
CASH_OUT,CASH_OUT · nominal besar,10,38712,0,0.0,12,2,0,0,0,0,1.17,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,11,136210,1799148,0.076,16,0,1,0,0,1,0.34,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,22,27484,27484,1.0,17,4,0,0,0,0,1.86,saldo pengirim tidak konsisten secara logika,0,1
CASH_IN,CASH_IN · nominal sedang,17,195902,11315294,0.017,10,0,1,1,0,2,1.38,saldo awal pengirim sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,1,1307732,9167,10.0,8,3,1,0,1,2,3.77,menguras hampir seluruh saldo,1,0
TRANSFER,CASH_OUT · nominal besar,16,2056000,0,0.0,11,2,1,1,0,2,2.14,nominal transaksi sangat ekstrem,1,0
CASH_OUT,PAYMENT · nominal kecil,15,174567,174567,1.0,17,4,0,0,0,0,2.64,saldo pengirim tidak konsisten secara logika,0,1
CASH_IN,CASH_IN · nominal sedang,16,175646,8234398,0.021,11,0,1,0,0,1,1.18,saldo awal pengirim sangat ekstrem,0,0
PAYMENT,PAYMENT · nominal kecil,10,10850,11230,0.966,15,4,0,0,0,0,0.61,saldo pengirim tidak konsisten secara logika,0,0
CASH_OUT,CASH_OUT · nominal besar,7,551525,3045,10.0,9,3,1,0,0,1,2.23,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,10,63944,63944,1.0,23,4,0,0,0,0,2.98,saldo tujuan sangat ekstrem,0,1
CASH_OUT,CASH_OUT · nominal besar,10,63632,728,10.0,20,3,1,0,0,1,1.68,menguras hampir seluruh saldo,0,0
TRANSFER,PAYMENT · nominal kecil,23,22824,22824,1.0,0,4,1,0,1,2,4.25,saldo pengirim tidak konsisten secara logika,1,1
PAYMENT,PAYMENT · nominal kecil,8,28876,269435,0.107,11,4,0,0,0,0,1.32,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_OUT · nominal besar,2,1554696,55723,10.0,10,3,1,0,1,2,3.29,nominal transaksi sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,1,67680,9738425,0.007,10,0,1,1,0,2,1.4,saldo awal pengirim sangat ekstrem,1,0
CASH_IN,CASH_OUT · nominal besar,14,439323,1994,10.0,17,3,1,0,0,1,2.71,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,6,45856,56435,0.813,15,0,1,0,0,1,0.75,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_OUT · nominal besar,16,201544,117,10.0,17,3,1,0,0,1,2.59,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_OUT · nominal besar,6,963204,0,0.0,23,2,1,1,0,2,2.39,saldo tujuan sangat ekstrem,1,0
TRANSFER,PAYMENT · nominal kecil,4,64345,64345,1.0,13,4,1,0,0,1,2.63,saldo pengirim tidak konsisten secara logika,0,1
CASH_IN,CASH_OUT · nominal besar,16,538026,117,10.0,12,3,1,0,0,1,2.79,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_OUT · nominal besar,7,917241,0,0.0,13,2,1,0,0,1,1.62,nominal transaksi sangat ekstrem,0,0
PAYMENT,PAYMENT · nominal kecil,9,1378,2205,0.625,17,4,0,0,0,0,1.37,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_OUT · nominal besar,14,2096353,157,10.0,11,3,1,1,0,2,2.32,nominal transaksi sangat ekstrem,1,0
PAYMENT,PAYMENT · nominal kecil,1,38404,0,0.0,19,1,0,0,0,0,1.31,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_OUT · nominal besar,9,480639,19637,10.0,17,3,1,1,0,2,1.89,saldo tujuan sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,6,84067,9429596,0.009,19,0,1,1,0,2,1.14,saldo tujuan sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,15,2004625,0,0.0,15,2,1,1,0,2,1.88,nominal transaksi sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,15,4492260,30077,10.0,10,3,1,1,0,2,2.83,nominal transaksi sangat ekstrem,1,0
PAYMENT,PAYMENT · nominal kecil,7,22752,60155,0.378,9,4,0,0,0,0,1.65,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_OUT · nominal besar,10,269490,10420,10.0,15,3,1,0,0,1,2.65,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,1,318657,790743,0.403,9,4,1,1,0,2,3.45,saldo tujuan sangat ekstrem,1,0
CASH_IN,CASH_OUT · nominal besar,1,260371,180,10.0,9,3,1,0,0,1,3.08,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,8,355485,9605467,0.037,10,0,1,1,0,2,1.5,saldo awal pengirim sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,10,586736,0,0.0,15,2,0,0,0,0,1.36,nominal transaksi sangat ekstrem,0,0
PAYMENT,PAYMENT · nominal kecil,13,8489,55175,0.154,22,4,0,0,0,0,1.56,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,28,83684,10448,8.01,19,3,0,0,0,0,1.29,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,13,2321634,2321634,1.0,17,4,1,1,0,2,3.32,nominal transaksi sangat ekstrem,1,1
CASH_OUT,CASH_OUT · nominal besar,15,70423,10999,6.403,13,3,0,0,0,0,1.6,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,1,222324,82061,2.709,17,0,1,0,0,1,0.94,saldo tujuan tidak konsisten secara logika,0,0
PAYMENT,PAYMENT · nominal kecil,11,4639,0,0.0,22,1,0,0,0,0,1.65,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,2,141863,12108462,0.012,16,0,1,1,0,2,0.56,saldo awal pengirim sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,11,166248,0,0.0,14,2,0,0,0,0,1.17,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,7,172511,172511,1.0,5,4,0,0,0,0,3.53,saldo pengirim tidak konsisten secara logika,0,1
CASH_OUT,CASH_OUT · nominal besar,7,123768,98678,1.254,12,3,0,0,0,0,2.24,saldo tujuan sangat ekstrem,0,0
CASH_IN,CASH_OUT · nominal besar,15,387891,33446,10.0,12,3,1,0,0,1,2.77,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,17,41483,0,0.0,12,2,0,0,0,0,1.14,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,11,99506,14360,6.929,18,3,0,0,0,0,1.06,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,9,33662,8553773,0.004,15,0,1,0,0,1,0.84,saldo awal pengirim sangat ekstrem,0,0
CASH_OUT,CASH_OUT · nominal besar,12,33367,0,0.0,12,2,1,1,0,2,1.28,saldo tujuan sangat ekstrem,1,0
PAYMENT,PAYMENT · nominal kecil,6,7897,84010,0.094,20,4,0,0,0,0,1.13,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,6,11361,15093318,0.001,10,0,1,1,0,2,1.92,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,6,191134,0,0.0,15,2,1,0,0,1,2.03,saldo tujuan sangat ekstrem,0,0
CASH_OUT,CASH_OUT · nominal besar,9,10788,0,0.0,21,2,0,0,0,0,2.07,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,29,107733,107733,1.0,14,4,0,0,0,0,2.39,saldo pengirim tidak konsisten secara logika,0,1
PAYMENT,PAYMENT · nominal kecil,7,1020,46843,0.022,21,4,0,0,0,0,1.83,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,9,1697656,1697656,1.0,0,4,1,0,1,2,4.77,nominal transaksi sangat ekstrem,1,1
TRANSFER,CASH_OUT · nominal besar,15,7092286,0,0.0,19,2,1,1,0,2,2.68,nominal transaksi sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,7,566056,315007,1.797,15,0,1,0,0,1,1.07,saldo tujuan tidak konsisten secara logika,0,0
TRANSFER,CASH_OUT · nominal besar,15,2991752,88865,10.0,16,3,1,1,0,2,2.41,nominal transaksi sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,8,2699,10654543,0.0,15,0,1,1,0,2,2.3,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,17,5658124,5658124,1.0,4,3,1,1,0,2,4.66,nominal transaksi sangat ekstrem,1,1
CASH_OUT,CASH_OUT · nominal besar,11,145361,16235,8.954,19,3,1,0,0,1,1.33,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,7,209482,79286,2.642,15,3,0,0,0,0,1.54,saldo tujuan sangat ekstrem,0,0
TRANSFER,CASH_OUT · nominal besar,2,1206373,0,0.0,13,2,1,0,0,1,1.76,saldo tujuan sangat ekstrem,0,0
CASH_OUT,PAYMENT · nominal kecil,7,204951,204951,1.0,22,4,0,0,0,0,3.1,saldo pengirim tidak konsisten secara logika,0,1
CASH_OUT,CASH_OUT · nominal besar,16,116079,805,10.0,22,3,1,0,0,1,2.02,menguras hampir seluruh saldo,0,0
TRANSFER,PAYMENT · nominal kecil,21,25617,25617,1.0,11,4,1,0,0,1,2.51,saldo pengirim tidak konsisten secara logika,0,1
CASH_IN,CASH_IN · nominal sedang,11,2326,15501383,0.0,13,0,1,1,0,2,2.47,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,17,143622,27160,5.288,19,3,1,1,0,2,1.66,saldo tujuan sangat ekstrem,1,0
CASH_OUT,PAYMENT · nominal kecil,4,886588,886588,1.0,21,4,1,0,0,1,3.07,nominal transaksi sangat ekstrem,0,1
CASH_OUT,CASH_OUT · nominal besar,14,172202,0,0.0,16,2,0,0,0,0,0.36,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,17,5838803,5838803,1.0,17,3,1,1,0,2,3.9,nominal transaksi sangat ekstrem,1,1
CASH_OUT,PAYMENT · nominal kecil,18,526071,526071,1.0,23,4,1,0,0,1,3.49,nominal transaksi sangat ekstrem,0,1
CASH_IN,CASH_OUT · nominal besar,15,5894,595,9.905,11,3,1,0,1,2,3.1,menguras hampir seluruh saldo,1,0
CASH_OUT,PAYMENT · nominal kecil,1,11308,11308,1.0,9,4,1,0,1,2,2.91,saldo tujuan tidak konsisten secara logika,1,1
TRANSFER,CASH_OUT · nominal besar,13,3059514,0,0.0,19,2,1,1,0,2,2.25,nominal transaksi sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,19,2600970,2600970,1.0,21,3,1,1,0,2,3.91,nominal transaksi sangat ekstrem,1,1
PAYMENT,PAYMENT · nominal kecil,7,6402,21474,0.298,12,4,0,0,0,0,0.99,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,8,6755,23546510,0.0,11,0,1,1,0,2,2.06,saldo awal pengirim sangat ekstrem,1,0
PAYMENT,PAYMENT · nominal kecil,7,15906,35446,0.449,11,4,0,0,0,0,1.19,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,15,76419,30817164,0.002,11,0,1,1,0,2,1.26,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,PAYMENT · nominal kecil,7,677563,677563,1.0,4,4,1,0,0,1,4.24,saldo tujuan sangat ekstrem,0,1
DEBIT,PAYMENT · nominal kecil,12,3085,10928,0.282,16,4,0,0,0,0,2.25,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_OUT · nominal besar,2,416920,0,0.0,19,2,0,0,0,0,1.51,menguras hampir seluruh saldo,0,0
PAYMENT,PAYMENT · nominal kecil,10,2273,0,0.0,14,1,0,0,0,0,0.92,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,14,62319,62319,1.0,8,4,0,0,0,0,2.88,saldo pengirim tidak konsisten secara logika,0,1
TRANSFER,CASH_OUT · nominal besar,14,4251929,0,0.0,16,2,1,1,0,2,2.29,saldo tujuan sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,16,178858,19309,9.263,10,3,1,0,0,1,1.48,menguras hampir seluruh saldo,0,0
TRANSFER,PAYMENT · nominal kecil,19,239096,239096,1.0,14,4,1,0,1,2,3.11,saldo tujuan tidak konsisten secara logika,1,1
PAYMENT,PAYMENT · nominal kecil,25,12925,16426,0.787,19,4,0,0,0,0,0.98,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_IN · nominal sedang,31,10000000,35674548,0.28,21,0,1,1,1,3,4.5,saldo tujuan tidak konsisten secara logika,1,1
CASH_IN,CASH_IN · nominal sedang,1,168031,25321236,0.007,17,0,1,1,0,2,0.77,saldo awal pengirim sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,13,151408,10027626,0.015,13,0,1,1,0,2,0.76,saldo awal pengirim sangat ekstrem,1,0
PAYMENT,PAYMENT · nominal kecil,15,17065,0,0.0,13,1,0,0,0,0,0.79,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,21,93338,22363,4.174,16,0,1,1,0,2,1.36,saldo tujuan sangat ekstrem,1,0
CASH_OUT,PAYMENT · nominal kecil,24,3712,3712,1.0,18,4,0,0,0,0,2.07,saldo pengirim tidak konsisten secara logika,0,1
CASH_OUT,PAYMENT · nominal kecil,11,1290,2048,0.63,19,4,0,0,0,0,1.91,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,17,179728,397607,0.452,14,4,1,1,0,2,2.89,saldo tujuan sangat ekstrem,1,0
PAYMENT,PAYMENT · nominal kecil,8,14958,0,0.0,15,1,0,0,0,0,0.54,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_IN · nominal sedang,15,4677359,4677359,1.0,4,0,1,1,1,3,4.8,saldo tujuan tidak konsisten secara logika,1,1
CASH_IN,CASH_IN · nominal sedang,12,6245,184458,0.034,21,0,1,0,0,1,2.22,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,21,172462,8621286,0.02,15,0,1,0,0,1,0.69,saldo awal pengirim sangat ekstrem,0,0
CASH_OUT,CASH_OUT · nominal besar,8,367542,51562,7.128,10,3,1,0,0,1,2.28,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,15,196691,0,0.0,12,2,0,0,0,0,0.86,menguras hampir seluruh saldo,0,0
TRANSFER,PAYMENT · nominal kecil,11,12855,12855,1.0,9,4,1,0,1,2,2.63,saldo pengirim tidak konsisten secara logika,1,1
CASH_IN,CASH_IN · nominal sedang,17,197617,2708557,0.073,15,0,1,0,0,1,0.46,saldo tujuan tidak konsisten secara logika,0,0
DEBIT,PAYMENT · nominal kecil,1,3040,152809,0.02,1,4,1,0,1,2,4.68,saldo tujuan tidak konsisten secara logika,1,0
CASH_OUT,CASH_OUT · nominal besar,16,729904,40252,10.0,11,3,1,1,0,2,2.18,saldo tujuan sangat ekstrem,1,0
TRANSFER,PAYMENT · nominal kecil,16,362673,362673,1.0,7,4,1,0,1,2,3.83,saldo tujuan tidak konsisten secara logika,1,1
TRANSFER,CASH_OUT · nominal besar,8,1090051,205084,5.315,19,3,1,0,1,2,3.25,nominal transaksi sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,6,157484,0,0.0,0,2,0,0,0,0,3.56,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,11,21306,10108425,0.002,11,0,1,1,0,2,1.48,saldo awal pengirim sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,2,61572,0,0.0,19,2,1,0,0,1,2.42,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,15,225352,10148065,0.022,10,0,1,1,0,2,1.42,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,PAYMENT · nominal kecil,1,192114,211595,0.908,19,4,0,0,0,0,2.19,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,8,41773,102430,0.408,16,0,1,1,0,2,0.93,saldo tujuan sangat ekstrem,1,0
CASH_OUT,PAYMENT · nominal kecil,14,378528,378528,1.0,12,4,0,0,0,0,2.94,saldo pengirim tidak konsisten secara logika,0,1
CASH_OUT,CASH_OUT · nominal besar,1,45208,0,0.0,17,2,0,0,0,0,0.95,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_OUT · nominal besar,15,497920,0,0.0,10,2,0,0,0,0,1.79,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,16,115262,10181665,0.011,20,0,1,1,0,2,1.18,saldo awal pengirim sangat ekstrem,1,0
PAYMENT,PAYMENT · nominal kecil,1,3801,438902,0.009,8,4,1,0,0,1,1.9,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,10,234439,0,0.0,19,2,1,1,0,2,1.01,saldo tujuan sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,13,2448370,0,0.0,23,2,1,1,0,2,2.67,nominal transaksi sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,10,205354,22552988,0.009,9,0,1,1,0,2,1.65,saldo awal pengirim sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,12,192368,415525,0.463,19,0,1,0,0,1,0.95,saldo tujuan tidak konsisten secara logika,0,0
CASH_OUT,CASH_OUT · nominal besar,9,198925,0,0.0,14,2,1,0,0,1,0.53,saldo tujuan sangat ekstrem,0,0
PAYMENT,PAYMENT · nominal kecil,6,34079,0,0.0,9,1,0,0,0,0,1.72,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,7,191950,10899108,0.018,17,0,1,1,0,2,0.72,saldo awal pengirim sangat ekstrem,1,0
TRANSFER,PAYMENT · nominal kecil,7,238236,346437,0.688,20,4,0,0,0,0,2.88,menguras hampir seluruh saldo,0,0
CASH_IN,PAYMENT · nominal kecil,6,18958,16299660,0.001,16,4,1,1,0,2,3.85,saldo awal pengirim sangat ekstrem,1,0
PAYMENT,PAYMENT · nominal kecil,16,7192,0,0.0,19,1,0,0,0,0,0.96,menguras hampir seluruh saldo,0,0
PAYMENT,PAYMENT · nominal kecil,12,13958,0,0.0,11,1,0,0,0,0,1.11,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,28,236250,29755,7.94,8,3,0,0,0,0,1.8,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_OUT · nominal besar,1,1087861,21617,10.0,18,3,1,0,1,2,3.42,menguras hampir seluruh saldo,1,0
CASH_IN,CASH_IN · nominal sedang,12,215790,1778141,0.121,14,0,1,0,0,1,0.57,saldo tujuan tidak konsisten secara logika,0,0
TRANSFER,PAYMENT · nominal kecil,20,63441,63441,1.0,16,4,1,0,1,2,2.56,saldo pengirim tidak konsisten secara logika,1,1
CASH_IN,CASH_OUT · nominal besar,15,318554,0,0.0,15,2,1,1,0,2,2.76,saldo tujuan sangat ekstrem,1,0
TRANSFER,PAYMENT · nominal kecil,18,116490,116490,1.0,12,4,1,0,1,2,2.91,saldo pengirim tidak konsisten secara logika,1,1
CASH_OUT,PAYMENT · nominal kecil,20,87168,87168,1.0,18,4,0,0,0,0,2.36,saldo pengirim tidak konsisten secara logika,0,1
CASH_OUT,CASH_OUT · nominal besar,11,402997,0,0.0,16,2,0,0,0,0,0.67,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,1,250473,0,0.0,15,2,1,0,0,1,2.07,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,1,453075,63479,7.137,12,0,1,0,0,1,2.19,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,13,377585,21756804,0.017,21,0,1,1,0,2,1.63,saldo awal pengirim sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,7,72372,2765524,0.026,20,0,1,0,0,1,1.15,saldo awal pengirim sangat ekstrem,0,0
PAYMENT,PAYMENT · nominal kecil,13,22091,0,0.0,19,1,0,0,0,0,1.11,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,31,194521,194521,1.0,19,4,1,0,0,1,2.95,saldo tujuan sangat ekstrem,0,1
TRANSFER,PAYMENT · nominal kecil,10,75709,75709,1.0,20,4,1,0,1,2,2.82,saldo pengirim tidak konsisten secara logika,1,1
CASH_IN,CASH_IN · nominal sedang,8,175313,100965,1.736,9,0,1,0,0,1,1.57,saldo tujuan tidak konsisten secara logika,0,0
CASH_OUT,CASH_OUT · nominal besar,1,184940,0,0.0,16,2,0,0,0,0,0.61,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,30,512923,512923,1.0,7,4,1,0,0,1,3.51,nominal transaksi sangat ekstrem,0,1
TRANSFER,CASH_OUT · nominal besar,17,85389,32714,2.61,16,3,0,0,0,0,1.95,saldo awal pengirim sangat ekstrem,0,0
CASH_OUT,PAYMENT · nominal kecil,14,17451,286490,0.061,11,4,0,0,0,0,1.99,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_OUT · nominal besar,1,264519,16113,10.0,12,3,1,0,0,1,2.72,menguras hampir seluruh saldo,0,0
PAYMENT,PAYMENT · nominal kecil,1,1220,159791,0.008,1,4,0,0,0,0,3.59,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,12,337108,0,0.0,19,2,0,0,0,0,1.02,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,7,290290,15615488,0.019,14,0,1,1,0,2,0.91,saldo awal pengirim sangat ekstrem,1,0
CASH_IN,CASH_OUT · nominal besar,1,42483,0,0.0,17,2,1,0,0,1,2.58,saldo tujuan tidak konsisten secara logika,0,0
PAYMENT,PAYMENT · nominal kecil,13,46014,206670,0.223,9,4,0,0,0,0,1.81,menguras hampir seluruh saldo,0,0
PAYMENT,CASH_OUT · nominal besar,21,7312,439,10.0,15,3,1,0,0,1,2.67,menguras hampir seluruh saldo,0,0
PAYMENT,PAYMENT · nominal kecil,1,10240,0,0.0,12,1,0,0,0,0,0.87,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,12,51993,0,0.0,9,2,0,0,0,0,1.64,menguras hampir seluruh saldo,0,0
CASH_OUT,PAYMENT · nominal kecil,30,751854,751854,1.0,21,4,1,0,0,1,3.15,nominal transaksi sangat ekstrem,0,1
CASH_IN,CASH_IN · nominal sedang,11,513838,19987380,0.026,10,0,1,1,0,2,1.66,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,8,281047,40141,7.001,10,3,0,0,0,0,1.61,menguras hampir seluruh saldo,0,0
DEBIT,PAYMENT · nominal kecil,15,5340,10032,0.532,10,4,0,0,0,0,2.27,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,12,695422,3311624,0.21,18,0,1,1,0,2,1.35,saldo tujuan tidak konsisten secara logika,1,0
CASH_IN,CASH_IN · nominal sedang,15,79046,10852888,0.007,10,0,1,1,0,2,1.33,saldo awal pengirim sangat ekstrem,1,0
TRANSFER,PAYMENT · nominal kecil,19,278578,278578,1.0,22,4,1,0,1,2,3.5,saldo tujuan tidak konsisten secara logika,1,1
CASH_IN,CASH_IN · nominal sedang,10,23551,11586183,0.002,23,0,1,1,0,2,2.07,saldo awal pengirim sangat ekstrem,1,0
TRANSFER,CASH_OUT · nominal besar,2,255630,0,0.0,18,2,0,0,0,0,1.3,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,11,47039,3933212,0.012,17,0,1,0,0,1,0.73,saldo awal pengirim sangat ekstrem,0,0
CASH_OUT,CASH_OUT · nominal besar,7,73690,716,10.0,18,3,1,0,0,1,1.47,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_OUT · nominal besar,12,29979434,0,0.0,12,2,1,1,0,2,3.41,nominal transaksi sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,7,64027,17657888,0.004,19,0,1,1,0,2,1.16,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,11,243008,227032,1.07,12,3,0,0,0,0,2.24,saldo pengirim tidak konsisten secara logika,0,0
CASH_IN,CASH_IN · nominal sedang,6,98965,241522,0.41,13,0,1,0,0,1,0.61,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,13,112196,0,0.0,12,2,1,1,0,2,0.93,saldo tujuan sangat ekstrem,1,0
CASH_IN,CASH_IN · nominal sedang,16,348884,17603312,0.02,19,0,1,1,0,2,1.35,saldo awal pengirim sangat ekstrem,1,0
CASH_OUT,CASH_OUT · nominal besar,10,23483,0,0.0,20,2,0,0,0,0,1.58,menguras hampir seluruh saldo,0,0
CASH_OUT,CASH_OUT · nominal besar,11,241721,769,10.0,19,3,1,0,0,1,1.71,saldo tujuan sangat ekstrem,0,0
TRANSFER,CASH_OUT · nominal besar,6,1416881,287,10.0,15,3,1,0,0,1,2.02,menguras hampir seluruh saldo,0,0
TRANSFER,CASH_IN · nominal sedang,4,10000000,18931608,0.528,14,0,1,1,1,3,4.3,saldo tujuan tidak konsisten secara logika,1,1
TRANSFER,CASH_IN · nominal sedang,12,5494863,5494863,1.0,2,0,1,1,1,3,5.11,saldo tujuan tidak konsisten secara logika,1,1
CASH_IN,PAYMENT · nominal kecil,15,770,6,10.0,18,1,1,0,1,2,3.58,menguras hampir seluruh saldo,1,0
PAYMENT,PAYMENT · nominal kecil,15,6750,12647,0.534,14,4,0,0,0,0,0.69,menguras hampir seluruh saldo,0,0
CASH_IN,CASH_IN · nominal sedang,14,168654,15291159,0.011,22,0,1,1,0,2,1.67,saldo awal pengirim sangat ekstrem,1,0
