pc1,pc2,cluster,type,day
-1.267,0.613,4,PAYMENT,14
-0.398,-1.195,3,CASH_OUT,1
-2.241,-0.943,1,PAYMENT,17
-1.523,-1.161,1,PAYMENT,11
-1.92,1.129,4,PAYMENT,6
2.442,1.793,0,CASH_IN,14
1.52,-0.135,3,CASH_OUT,15
0.831,-1.824,2,CASH_OUT,11
-2.441,0.747,4,PAYMENT,13
-2.479,0.78,4,PAYMENT,1
-2.27,0.822,4,PAYMENT,13
-2.434,1.233,4,PAYMENT,10
-2.605,0.355,4,PAYMENT,12
1.352,-1.84,2,TRANSFER,2
1.394,-0.166,3,CASH_OUT,11
0.488,-2.938,2,CASH_OUT,7
0.945,-1.776,2,TRANSFER,2
0.082,0.047,3,CASH_IN,2
0.525,-1.81,2,CASH_OUT,15
2.043,1.328,0,CASH_IN,15
-2.646,1.059,4,PAYMENT,9
1.546,1.716,0,CASH_IN,2
-2.945,1.327,4,PAYMENT,14
-0.424,0.673,4,CASH_OUT,8
-1.847,-1.144,1,CASH_OUT,8
-2.249,0.937,4,PAYMENT,12
0.814,-1.699,2,TRANSFER,15
0.54,-1.779,2,CASH_OUT,6
0.463,1.399,0,CASH_IN,15
1.885,1.947,0,CASH_IN,9
-1.105,0.107,1,PAYMENT,9
0.551,-1.778,2,CASH_OUT,13
-1.681,0.61,4,CASH_OUT,10
0.157,-1.66,2,CASH_OUT,13
0.646,-1.792,2,CASH_OUT,10
0.811,-1.857,2,CASH_OUT,10
1.828,-0.32,3,CASH_OUT,2
2.713,0.829,3,CASH_IN,2
0.695,-1.823,2,CASH_OUT,10
1.282,-0.595,3,CASH_OUT,16
1.273,1.87,0,CASH_IN,15
1.957,1.721,0,CASH_IN,13
-1.461,-1.152,1,PAYMENT,7
1.329,0.012,3,CASH_OUT,14
1.923,1.516,0,CASH_IN,15
-1.089,-1.275,1,PAYMENT,6
2.05,1.845,0,CASH_IN,17
0.81,-1.824,2,CASH_OUT,13
-2.623,0.898,4,PAYMENT,1
2.493,1.828,0,CASH_IN,15
0.486,-2.43,2,TRANSFER,8
1.69,1.376,3,CASH_IN,8
2.812,1.457,0,CASH_IN,1
0.478,-2.781,2,TRANSFER,1
1.877,-0.271,3,CASH_OUT,6
-1.922,-1.049,1,PAYMENT,17
-2.511,-0.895,1,PAYMENT,2
-1.394,-1.201,1,PAYMENT,17
0.911,-0.026,3,CASH_OUT,16
-0.389,0.585,4,CASH_OUT,6
1.053,1.888,0,CASH_IN,14
-0.103,-1.613,2,CASH_OUT,11
2.045,1.639,0,CASH_IN,6
1.02,-1.756,2,TRANSFER,8
-2.204,0.66,4,PAYMENT,17
0.047,-1.208,2,CASH_OUT,12
-2.331,1.091,4,PAYMENT,1
1.341,1.946,0,CASH_IN,9
1.327,-0.085,3,CASH_OUT,10
-1.239,0.373,4,CASH_OUT,2
-1.383,0.025,1,DEBIT,16
-1.019,-1.3,1,PAYMENT,6
0.594,1.734,0,CASH_IN,15
-2.207,1.072,4,PAYMENT,16
0.337,-0.024,3,CASH_OUT,20
2.652,0.753,3,CASH_IN,9
-2.265,-0.976,1,PAYMENT,7
1.48,1.922,0,CASH_IN,6
1.166,-0.019,3,CASH_OUT,6
1.703,1.339,0,CASH_IN,16
2.65,1.341,3,CASH_IN,15
1.112,0.066,3,CASH_OUT,6
1.625,1.911,0,CASH_IN,6
1.22,-0.71,2,CASH_OUT,1
-2.942,1.064,4,PAYMENT,14
1.74,-0.722,3,CASH_OUT,9
1.351,-0.084,3,CASH_OUT,6
1.219,-0.835,2,CASH_OUT,1
-0.622,0.862,4,CASH_OUT,29
0.924,-1.86,2,CASH_OUT,2
-2.721,1.026,4,PAYMENT,9
1.955,-0.337,3,CASH_OUT,21
0.386,-2.913,2,CASH_OUT,7
0.739,-0.145,3,CASH_OUT,11
0.478,-1.745,2,CASH_OUT,11
-3.001,0.908,4,PAYMENT,15
-1.751,-1.075,1,PAYMENT,16
1.137,-1.894,2,CASH_OUT,16
1.53,-0.147,3,CASH_OUT,15
-2.428,1.021,4,PAYMENT,8
-0.03,-1.264,3,CASH_OUT,10
0.671,2.164,0,CASH_IN,7
-2.107,-1.016,1,PAYMENT,10
0.923,0.355,3,CASH_OUT,1
0.808,-1.715,2,TRANSFER,12
2.5,-0.164,3,TRANSFER,7
2.164,0.701,3,CASH_IN,15
-1.529,-1.163,1,PAYMENT,12
0.859,-1.827,2,CASH_OUT,11
-1.032,-1.272,1,PAYMENT,16
1.941,1.303,3,CASH_IN,17
0.607,-1.789,2,CASH_OUT,14
1.971,0.443,3,TRANSFER,14
-1.557,-1.138,1,PAYMENT,14
-1.769,-1.109,1,PAYMENT,16
1.756,1.25,3,CASH_IN,25
1.715,1.876,0,CASH_IN,15
1.595,-1.897,2,TRANSFER,8
1.476,0.716,3,CASH_OUT,2
-2.096,0.948,4,PAYMENT,6
0.62,-1.787,2,CASH_OUT,12
1.963,1.864,0,CASH_IN,6
-1.404,-1.198,1,PAYMENT,13
-1.143,-1.247,1,PAYMENT,14
-1.053,-1.245,1,PAYMENT,4
1.304,1.581,0,CASH_IN,10
1.816,-0.183,3,CASH_OUT,2
-1.822,-1.081,1,PAYMENT,14
2.21,0.0,3,TRANSFER,14
-1.412,0.239,1,PAYMENT,9
-2.309,0.927,4,PAYMENT,7
-0.01,1.695,0,CASH_IN,15
0.149,-1.649,2,CASH_OUT,11
1.554,-0.051,3,CASH_OUT,2
-1.489,-1.166,1,PAYMENT,8
1.454,-0.127,3,CASH_OUT,8
-2.244,-0.952,1,PAYMENT,16
2.434,1.237,3,CASH_IN,8
2.068,1.491,0,CASH_IN,8
-1.522,-1.129,1,PAYMENT,17
-0.205,0.11,3,CASH_OUT,12
2.294,-0.035,3,TRANSFER,7
1.196,-1.927,2,CASH_OUT,7
1.636,-0.198,3,CASH_OUT,11
1.908,1.954,0,CASH_IN,12
-0.123,1.895,0,CASH_IN,17
1.602,1.914,0,CASH_IN,14
1.715,1.418,0,CASH_IN,7
-0.933,-1.326,1,PAYMENT,1
0.878,-1.833,2,CASH_OUT,2
2.167,1.519,0,CASH_IN,8
-2.002,1.082,4,PAYMENT,15
-2.196,0.913,4,PAYMENT,2
1.024,-1.781,2,TRANSFER,12
-1.565,0.849,4,CASH_OUT,11
0.823,-1.841,2,CASH_OUT,17
0.928,0.076,3,CASH_OUT,8
0.438,-1.725,2,CASH_OUT,16
1.368,-1.864,2,TRANSFER,11
0.822,-0.008,3,CASH_OUT,10
1.353,1.939,0,CASH_IN,16
0.492,-1.728,2,CASH_OUT,12
1.616,-0.559,3,CASH_OUT,15
1.561,1.823,0,CASH_IN,8
-2.344,1.021,4,PAYMENT,12
1.727,1.778,0,CASH_IN,14
-2.223,0.75,4,PAYMENT,9
0.578,-1.785,2,CASH_OUT,15
1.855,1.67,0,CASH_IN,17
0.273,0.094,3,CASH_OUT,11
-1.105,0.328,1,PAYMENT,29
-1.326,0.854,4,CASH_OUT,11
-3.681,1.194,4,PAYMENT,20
1.871,-0.101,3,CASH_OUT,10
-2.384,-0.949,1,PAYMENT,9
-2.136,0.885,4,PAYMENT,2
0.873,-0.333,3,CASH_IN,1
1.695,-0.428,3,CASH_OUT,13
-2.159,0.82,4,PAYMENT,16
-0.463,0.742,4,TRANSFER,15
0.854,-1.559,3,CASH_OUT,1
1.135,-0.223,3,CASH_OUT,9
-1.891,-1.067,1,PAYMENT,8
-1.477,-1.152,1,PAYMENT,12
1.602,-0.131,3,CASH_OUT,7
0.627,0.227,3,CASH_OUT,11
-3.102,-0.737,1,PAYMENT,12
1.342,-1.849,2,TRANSFER,6
-2.862,0.826,4,PAYMENT,6
-2.293,1.086,4,PAYMENT,10
0.734,-0.119,3,CASH_OUT,8
1.575,1.919,0,CASH_IN,6
1.176,-1.937,2,CASH_OUT,13
-0.191,1.487,0,CASH_IN,17
-2.281,0.787,4,PAYMENT,14
0.645,0.066,3,CASH_OUT,9
-1.344,0.79,4,CASH_OUT,14
0.569,-1.791,2,CASH_OUT,11
-2.077,1.078,4,PAYMENT,11
-2.043,1.015,4,PAYMENT,8
0.643,-1.676,2,TRANSFER,9
0.982,0.259,3,TRANSFER,29
-1.494,0.23,1,PAYMENT,12
1.012,-1.872,2,CASH_OUT,22
0.662,0.28,3,TRANSFER,2
-0.533,-0.062,3,TRANSFER,12
1.189,1.87,0,CASH_IN,8
-1.244,-1.218,1,PAYMENT,6
-2.11,-0.987,1,PAYMENT,2
1.665,-0.175,3,CASH_OUT,2
2.047,1.527,0,CASH_IN,2
-1.584,-1.138,1,PAYMENT,1
-2.572,1.148,4,PAYMENT,16
-2.28,0.801,4,PAYMENT,7
1.74,1.793,0,CASH_IN,9
1.118,2.061,0,CASH_IN,6
-0.734,0.027,3,PAYMENT,12
-2.307,0.959,4,PAYMENT,1
0.983,-0.052,3,CASH_OUT,29
-2.471,-0.909,1,PAYMENT,7
-2.456,0.981,4,PAYMENT,2
-3.449,0.81,4,PAYMENT,10
-2.473,0.955,4,PAYMENT,8
1.118,-1.913,2,CASH_OUT,11
0.529,0.055,3,CASH_OUT,22
-2.411,1.131,4,PAYMENT,8
-1.313,0.364,1,PAYMENT,15
1.836,1.971,0,CASH_IN,13
-1.794,-1.102,1,PAYMENT,2
1.532,-0.113,3,CASH_OUT,10
1.319,1.689,0,CASH_IN,17
-2.705,-0.863,1,PAYMENT,10
0.911,-1.871,2,CASH_OUT,8
0.632,-1.776,2,CASH_OUT,7
-1.742,-1.084,1,PAYMENT,2
1.491,1.831,0,CASH_IN,11
1.075,1.87,0,CASH_IN,25
1.532,-0.249,3,CASH_OUT,11
0.591,2.036,0,CASH_IN,1
-1.389,0.731,4,DEBIT,1
-1.387,-1.21,1,PAYMENT,1
0.143,-1.677,2,CASH_OUT,7
1.119,0.248,3,TRANSFER,29
1.839,1.868,0,CASH_IN,15
2.803,1.273,3,CASH_IN,10
0.439,-1.73,2,CASH_OUT,6
-0.222,-1.57,2,CASH_OUT,15
-2.406,0.932,4,PAYMENT,11
0.814,-1.824,2,CASH_OUT,17
-2.299,1.043,4,PAYMENT,9
-0.102,0.54,4,CASH_OUT,6
1.642,1.363,3,CASH_IN,1
1.115,1.679,0,CASH_IN,14
-1.712,-1.085,1,PAYMENT,12
-0.307,-1.537,2,CASH_OUT,6
-0.488,0.192,3,PAYMENT,15
-0.684,0.257,1,PAYMENT,16
1.946,0.982,3,CASH_IN,2
-2.592,1.026,4,PAYMENT,11
1.688,1.67,0,CASH_IN,2
-2.043,0.241,1,PAYMENT,6
-1.26,0.863,4,CASH_OUT,15
1.416,2.074,0,CASH_IN,7
1.657,-0.187,3,CASH_OUT,10
0.963,1.902,0,CASH_IN,7
0.393,-0.147,3,CASH_OUT,17
2.17,1.75,0,CASH_IN,8
-2.748,1.288,4,PAYMENT,6
-1.272,0.601,4,DEBIT,1
-2.155,0.944,4,PAYMENT,16
0.607,-2.899,2,TRANSFER,1
1.629,1.73,0,CASH_IN,8
-0.348,-1.52,2,CASH_OUT,16
-0.102,0.323,3,CASH_OUT,1
-0.771,0.671,4,CASH_OUT,7
-2.649,-0.863,1,PAYMENT,8
-2.153,0.819,4,PAYMENT,10
0.915,-1.846,2,CASH_OUT,15
1.212,2.05,0,CASH_IN,15
-1.286,-1.225,1,PAYMENT,13
2.172,1.208,3,CASH_IN,8
-2.581,1.279,4,PAYMENT,2
-3.271,1.256,4,PAYMENT,6
0.623,-1.796,2,CASH_OUT,12
-1.027,-1.287,1,PAYMENT,11
0.457,-1.762,2,CASH_OUT,1
1.782,1.304,0,CASH_IN,14
-0.899,-0.531,4,CASH_OUT,1
-1.901,0.328,1,PAYMENT,12
2.566,1.104,3,CASH_IN,10
-0.923,-1.321,1,PAYMENT,16
-1.365,0.838,4,CASH_OUT,14
-0.707,0.495,4,CASH_OUT,12
0.181,0.031,3,CASH_OUT,17
-2.339,1.164,4,PAYMENT,6
-2.546,1.119,4,PAYMENT,13
0.86,-1.274,3,CASH_OUT,1
0.285,-2.873,2,CASH_OUT,1
1.169,-0.123,3,CASH_OUT,13
-0.71,1.47,0,CASH_IN,10
0.623,-1.786,2,CASH_OUT,16
1.085,1.858,0,CASH_IN,13
2.693,-0.023,3,TRANSFER,11
1.805,-0.227,3,CASH_OUT,2
-1.492,-1.155,1,PAYMENT,29
0.47,0.146,3,CASH_OUT,6
-2.206,-0.962,1,PAYMENT,1
0.078,-1.641,2,CASH_OUT,9
-1.324,-1.212,1,PAYMENT,9
-1.909,-1.049,1,PAYMENT,27
1.178,-1.807,2,TRANSFER,11
0.508,-1.301,3,CASH_OUT,1
-1.854,0.905,4,PAYMENT,11
-3.034,-0.758,1,PAYMENT,1
1.202,1.522,0,CASH_IN,6
-1.284,-1.218,1,PAYMENT,17
0.927,1.672,0,CASH_IN,7
-0.811,0.364,1,PAYMENT,8
0.891,-1.852,2,CASH_OUT,17
-0.779,0.238,4,CASH_OUT,17
-2.592,0.893,4,PAYMENT,23
2.122,1.758,0,CASH_IN,24
-2.221,0.801,4,PAYMENT,12
1.351,-0.109,3,TRANSFER,10
1.615,0.189,3,TRANSFER,10
-1.019,0.237,1,PAYMENT,1
-2.434,0.959,4,PAYMENT,14
0.151,0.134,3,CASH_OUT,23
-1.795,0.332,1,PAYMENT,6
0.516,-1.739,2,CASH_OUT,1
2.041,-0.156,3,TRANSFER,24
1.334,-0.087,3,CASH_OUT,11
0.159,1.97,0,CASH_IN,6
-2.265,0.986,4,PAYMENT,17
0.59,-1.766,2,CASH_OUT,11
-2.026,1.052,4,PAYMENT,10
2.579,1.215,3,CASH_IN,14
-1.424,0.706,4,TRANSFER,10
-0.143,-1.583,2,CASH_OUT,14
1.838,-1.996,2,TRANSFER,11
2.063,1.674,0,CASH_IN,14
-1.37,-1.211,1,PAYMENT,7
2.123,1.85,0,CASH_IN,11
1.24,-0.091,3,CASH_OUT,8
1.565,-0.062,3,CASH_OUT,8
0.167,0.063,3,CASH_OUT,2
0.6,-1.775,2,CASH_OUT,9
-2.06,-0.999,1,PAYMENT,11
-1.36,0.282,1,PAYMENT,17
0.654,-1.692,2,TRANSFER,14
1.469,-1.855,2,TRANSFER,14
0.212,0.251,3,CASH_OUT,12
0.506,0.117,3,CASH_OUT,8
-2.196,0.933,4,PAYMENT,2
-0.006,1.445,0,CASH_IN,15
2.069,1.665,0,CASH_IN,1
1.417,2.094,0,CASH_IN,7
1.108,-1.931,2,CASH_OUT,7
-2.558,0.825,4,PAYMENT,13
-2.398,1.131,4,PAYMENT,9
-2.336,1.23,4,PAYMENT,1
1.444,-0.104,3,CASH_OUT,25
1.814,1.169,0,CASH_IN,2
1.903,2.034,0,CASH_IN,16
1.529,-0.083,3,CASH_OUT,11
-1.219,0.581,4,CASH_OUT,13
-1.662,-1.119,1,PAYMENT,16
0.042,-2.841,2,CASH_OUT,14
-1.624,0.822,4,DEBIT,14
1.717,1.755,0,CASH_IN,12
-1.15,-0.457,4,CASH_OUT,1
1.031,1.618,0,CASH_IN,17
-2.321,1.017,4,PAYMENT,13
1.816,1.441,3,CASH_IN,16
-1.833,-1.057,1,PAYMENT,8
1.338,-1.971,2,CASH_OUT,12
1.53,-0.973,2,CASH_OUT,2
1.023,-0.484,3,TRANSFER,1
1.555,1.4,0,CASH_IN,6
-1.133,1.377,1,CASH_IN,12
0.868,-1.835,2,CASH_OUT,17
2.091,1.532,0,CASH_IN,9
-1.651,-1.111,1,PAYMENT,10
1.769,0.569,3,TRANSFER,1
1.369,-0.077,3,CASH_OUT,13
1.071,-1.913,2,CASH_OUT,16
1.191,0.989,3,CASH_OUT,10
-0.784,0.275,1,PAYMENT,2
-2.791,1.194,4,PAYMENT,2
0.521,-1.774,2,CASH_OUT,15
1.98,1.557,0,CASH_IN,8
0.821,-0.175,3,CASH_OUT,10
1.373,-0.119,3,CASH_OUT,14
-1.201,-1.236,1,PAYMENT,10
-2.075,0.932,4,PAYMENT,16
0.521,1.75,0,CASH_IN,13
1.0,-3.395,2,TRANSFER,1
-1.806,0.527,4,PAYMENT,2
-1.719,-1.09,1,PAYMENT,11
1.172,-1.899,2,CASH_OUT,15
0.671,-1.781,2,CASH_OUT,16
-0.567,-2.798,2,CASH_OUT,1
-1.137,-1.245,1,PAYMENT,9
0.358,1.54,0,CASH_IN,2
-2.576,1.022,4,PAYMENT,2
-1.487,-1.156,1,PAYMENT,17
2.507,0.79,3,CASH_IN,14
0.441,-1.755,2,CASH_OUT,12
-1.29,-1.22,1,PAYMENT,9
-1.59,-1.148,1,PAYMENT,6
-2.36,0.849,4,PAYMENT,2
0.04,1.837,0,CASH_IN,7
0.029,-2.803,2,CASH_OUT,2
-1.363,-1.205,1,PAYMENT,8
1.886,1.96,0,CASH_IN,9
1.805,1.924,0,CASH_IN,8
-0.888,0.383,4,CASH_OUT,12
1.664,1.834,0,CASH_IN,16
-1.311,-1.183,1,PAYMENT,7
0.464,-1.757,2,CASH_OUT,12
1.61,1.734,0,CASH_IN,29
0.657,0.107,3,CASH_OUT,6
-1.166,-1.252,1,PAYMENT,8
-1.658,-1.102,1,PAYMENT,11
1.702,0.057,3,TRANSFER,17
1.207,0.509,3,CASH_OUT,12
1.464,0.021,3,CASH_OUT,17
-2.299,0.996,4,PAYMENT,14
0.163,-0.472,3,CASH_OUT,12
-0.365,0.627,4,CASH_OUT,25
-2.531,1.043,4,PAYMENT,8
-1.778,-1.064,1,PAYMENT,15
1.21,-1.949,2,CASH_OUT,10
-2.365,1.081,4,PAYMENT,13
-0.349,-0.115,3,PAYMENT,13
2.013,1.833,0,CASH_IN,1
-2.304,0.972,4,PAYMENT,25
1.624,1.988,0,CASH_IN,11
1.168,-1.937,2,CASH_OUT,10
-3.154,1.285,4,PAYMENT,1
1.528,1.928,0,CASH_IN,6
-2.43,0.895,4,PAYMENT,8
0.444,-1.731,2,CASH_OUT,18
-0.564,0.31,1,PAYMENT,17
1.3,-1.969,2,CASH_OUT,17
-2.441,-0.938,1,PAYMENT,11
-1.393,0.77,4,CASH_OUT,17
2.299,0.879,3,CASH_OUT,16
0.338,-2.919,2,CASH_OUT,17
-0.759,0.529,4,CASH_OUT,1
-0.661,-1.473,2,CASH_OUT,12
2.434,-2.126,2,TRANSFER,14
0.51,0.139,3,CASH_OUT,8
0.181,-1.659,2,CASH_OUT,10
-2.396,1.063,4,PAYMENT,16
1.485,1.736,0,CASH_IN,15
-2.356,-0.917,1,PAYMENT,17
2.04,1.775,0,CASH_IN,14
2.073,-0.282,3,CASH_OUT,11
-2.402,0.906,4,PAYMENT,8
-1.541,-1.16,1,PAYMENT,17
-0.646,0.204,3,PAYMENT,1
-2.348,1.023,4,PAYMENT,13
2.263,1.292,3,CASH_IN,13
-1.029,0.217,3,PAYMENT,7
-1.772,0.412,1,PAYMENT,10
1.702,1.807,0,CASH_IN,12
0.25,-1.574,2,TRANSFER,9
-1.899,-1.069,1,PAYMENT,12
-0.702,0.541,4,CASH_OUT,1
-2.331,-0.93,1,PAYMENT,8
1.746,-0.479,3,CASH_OUT,17
-1.436,-1.176,1,PAYMENT,6
0.542,-1.754,2,CASH_OUT,8
1.417,1.564,0,CASH_IN,15
0.77,-1.82,2,CASH_OUT,9
-0.525,-0.564,3,PAYMENT,2
0.743,-1.798,2,CASH_OUT,10
-3.766,0.985,4,PAYMENT,16
-2.24,0.943,4,PAYMENT,17
2.515,1.206,3,CASH_IN,21
0.805,-0.919,3,CASH_IN,1
1.882,1.55,0,CASH_IN,10
0.751,-1.802,2,CASH_OUT,2
-2.306,0.815,4,PAYMENT,15
0.124,-1.643,2,CASH_OUT,2
-0.658,0.029,4,CASH_OUT,4
0.998,-1.894,2,CASH_OUT,6
0.826,-1.838,2,CASH_OUT,14
0.463,-1.767,2,CASH_OUT,13
1.139,-0.693,2,CASH_OUT,2
1.998,1.849,0,CASH_IN,16
-1.843,0.837,4,PAYMENT,15
0.823,-0.116,3,CASH_OUT,10
1.617,1.912,0,CASH_IN,11
1.357,1.908,0,CASH_IN,11
1.104,-1.887,2,CASH_OUT,14
1.343,-0.128,3,CASH_OUT,10
-1.605,-1.144,1,PAYMENT,10
0.219,-1.671,2,CASH_OUT,16
-1.464,-1.183,1,PAYMENT,14
1.357,-1.847,2,TRANSFER,20
-1.548,0.202,1,PAYMENT,9
-1.971,0.926,4,CASH_OUT,11
2.268,1.421,0,CASH_IN,6
-2.219,0.999,4,PAYMENT,24
0.087,-2.538,2,CASH_IN,1
2.198,1.874,0,CASH_IN,11
1.552,1.324,0,CASH_IN,16
1.387,-1.872,2,TRANSFER,16
0.985,-0.11,3,CASH_OUT,16
-1.869,-1.073,1,PAYMENT,10
1.3,-0.096,3,CASH_OUT,17
-0.457,-1.517,2,CASH_OUT,2
1.779,-0.035,3,TRANSFER,10
1.057,-1.873,2,CASH_OUT,7
1.374,-1.87,2,TRANSFER,2
2.34,1.313,0,CASH_IN,11
-2.425,1.174,4,PAYMENT,12
-1.622,0.689,4,CASH_OUT,17
0.625,-1.66,2,TRANSFER,1
-1.973,0.914,4,PAYMENT,17
1.96,1.398,3,CASH_IN,16
-2.366,1.006,4,PAYMENT,7
-2.427,0.835,4,PAYMENT,8
-0.208,0.087,3,CASH_OUT,12
1.055,-1.787,2,TRANSFER,7
-0.72,0.32,1,PAYMENT,13
2.481,1.218,3,CASH_IN,6
0.877,-1.833,2,CASH_OUT,17
1.849,1.388,3,CASH_IN,29
-1.38,-1.205,1,PAYMENT,17
3.471,-0.067,3,TRANSFER,16
0.612,1.608,0,CASH_IN,17
1.115,1.417,0,CASH_IN,14
-0.853,0.239,3,PAYMENT,2
0.123,1.681,0,CASH_IN,15
0.777,-1.877,2,CASH_OUT,12
1.759,1.924,0,CASH_IN,2
0.306,1.677,0,CASH_OUT,6
-2.354,-0.946,1,PAYMENT,12
1.198,-0.065,3,CASH_OUT,17
0.432,-0.958,3,CASH_OUT,1
-2.41,0.828,4,PAYMENT,1
-2.151,1.256,4,PAYMENT,17
-2.107,-0.146,4,DEBIT,2
1.839,1.844,0,CASH_IN,7
-1.401,-1.164,1,PAYMENT,14
0.47,0.312,3,TRANSFER,9
0.056,-1.654,2,CASH_OUT,1
0.459,-0.47,3,CASH_OUT,14
0.057,0.083,3,CASH_OUT,17
-2.749,-0.824,1,PAYMENT,6
0.61,2.075,0,CASH_IN,17
1.08,-1.891,2,CASH_OUT,8
0.953,-0.065,3,CASH_OUT,6
-2.311,-0.95,1,PAYMENT,24
1.108,1.972,0,CASH_IN,15
0.554,-1.753,2,CASH_OUT,17
1.592,2.065,0,CASH_IN,1
-1.114,-1.272,1,PAYMENT,1
-1.179,0.719,4,CASH_OUT,10
1.876,1.876,0,CASH_IN,6
1.21,-0.072,3,CASH_OUT,14
-2.154,0.795,4,PAYMENT,15
3.048,-0.009,3,TRANSFER,20
-2.819,0.999,4,PAYMENT,20
-0.785,0.217,3,PAYMENT,11
-2.428,1.275,4,PAYMENT,12
-2.241,0.772,4,PAYMENT,1
-2.239,0.926,4,PAYMENT,13
1.957,-0.135,3,CASH_OUT,10
1.032,-0.492,3,CASH_OUT,12
1.446,-0.204,3,CASH_OUT,1
0.653,-1.793,2,CASH_OUT,17
1.039,-1.77,2,TRANSFER,14
-2.041,1.037,4,PAYMENT,10
2.158,-0.25,3,CASH_OUT,14
0.169,-1.69,2,CASH_OUT,7
-1.063,-1.253,1,PAYMENT,9
-2.341,0.822,4,PAYMENT,12
2.232,1.442,0,CASH_IN,17
-1.918,-1.05,1,PAYMENT,16
-2.406,0.93,4,PAYMENT,8
0.782,-1.696,2,TRANSFER,8
0.984,-0.071,3,CASH_OUT,8
-0.935,-1.283,1,PAYMENT,13
1.09,1.853,0,CASH_IN,9
2.031,1.893,0,CASH_IN,13
-1.107,0.096,1,PAYMENT,9
-2.166,1.113,4,PAYMENT,13
-2.618,0.976,4,PAYMENT,9
2.047,-0.102,3,TRANSFER,11
-0.273,1.978,4,TRANSFER,10
0.041,-0.512,3,CASH_IN,1
0.943,-0.073,3,CASH_OUT,12
1.642,1.926,0,CASH_IN,11
1.738,0.729,3,CASH_IN,14
-1.284,-1.201,1,PAYMENT,9
1.553,1.8,0,CASH_IN,15
1.87,1.747,0,CASH_IN,10
0.84,0.138,3,CASH_OUT,6
-2.084,-0.993,1,PAYMENT,15
2.08,-0.305,3,CASH_OUT,7
-2.378,1.038,4,PAYMENT,15
1.23,-1.946,2,CASH_OUT,12
0.476,-1.74,2,CASH_OUT,13
-2.475,1.081,4,PAYMENT,11
2.182,1.79,0,CASH_IN,21
-1.669,-1.134,1,PAYMENT,1
-0.695,0.212,3,PAYMENT,12
1.735,1.384,0,CASH_IN,11
2.122,1.857,0,CASH_IN,1
-0.283,-0.946,2,CASH_OUT,6
-2.452,1.062,4,PAYMENT,1
2.121,1.716,0,CASH_IN,13
-2.767,1.208,4,PAYMENT,8
2.194,1.701,0,CASH_IN,9
-2.999,0.79,4,PAYMENT,2
-0.829,0.261,1,PAYMENT,2
1.758,1.34,0,CASH_IN,13
-2.293,0.878,4,PAYMENT,15
-1.481,-1.168,1,PAYMENT,28
1.416,1.686,0,CASH_IN,9
0.952,-0.101,3,CASH_OUT,17
-0.823,1.165,1,CASH_IN,7
1.296,-1.946,2,CASH_OUT,7
0.75,-1.793,2,CASH_OUT,15
1.294,1.211,0,CASH_IN,15
1.616,1.897,0,CASH_IN,10
0.894,-0.021,3,CASH_OUT,17
0.844,1.84,0,CASH_IN,9
2.226,1.855,0,CASH_IN,13
-2.43,0.896,4,PAYMENT,14
-2.436,1.045,4,PAYMENT,2
-1.981,-1.03,1,PAYMENT,1
1.041,-1.929,2,CASH_OUT,1
1.492,-0.221,3,CASH_OUT,9
-1.043,0.245,1,PAYMENT,17
-1.098,0.225,1,PAYMENT,1
0.882,-1.824,2,CASH_OUT,1
-2.518,0.993,4,PAYMENT,15
0.963,1.717,0,CASH_IN,22
-2.431,0.754,4,PAYMENT,14
-0.893,0.431,4,CASH_OUT,2
-1.262,-1.22,1,PAYMENT,6
-1.037,-1.274,1,PAYMENT,14
0.762,-1.834,2,CASH_OUT,8
0.319,0.088,3,CASH_OUT,17
1.762,1.123,3,CASH_IN,14
-1.333,-1.213,1,PAYMENT,10
0.21,-1.561,2,TRANSFER,11
2.512,1.413,0,CASH_IN,17
-0.22,0.51,4,CASH_OUT,15
0.215,-1.674,2,CASH_OUT,1
-1.1,0.472,4,PAYMENT,16
-2.193,0.861,4,PAYMENT,15
-2.683,1.221,4,PAYMENT,8
1.603,-0.234,3,CASH_OUT,6
-0.236,0.576,4,CASH_OUT,8
2.045,-0.162,3,TRANSFER,2
-0.936,-1.321,1,PAYMENT,17
2.056,1.781,0,CASH_IN,6
1.091,-1.901,2,CASH_OUT,17
0.106,-1.672,2,CASH_OUT,7
1.937,0.69,3,CASH_IN,23
-1.507,-1.144,1,PAYMENT,13
1.406,-1.863,2,TRANSFER,9
-0.679,0.101,3,PAYMENT,12
-2.687,1.022,4,PAYMENT,8
0.717,-1.807,2,CASH_OUT,12
1.222,-1.808,2,TRANSFER,14
0.577,-1.77,2,CASH_OUT,13
-1.748,-1.107,1,PAYMENT,1
-3.289,1.171,4,PAYMENT,11
0.682,-1.789,2,CASH_OUT,17
0.662,-1.776,2,CASH_OUT,10
-2.789,0.884,4,PAYMENT,11
0.308,0.115,3,CASH_OUT,9
0.891,1.637,0,CASH_IN,13
1.565,-2.025,2,CASH_OUT,17
0.441,-0.074,3,CASH_OUT,15
1.887,1.809,0,CASH_IN,10
2.344,1.71,0,CASH_IN,12
0.749,0.245,3,TRANSFER,16
-2.013,0.695,4,CASH_OUT,7
1.17,-1.901,2,CASH_OUT,14
2.573,-2.165,2,TRANSFER,14
-2.492,0.923,4,PAYMENT,15
0.934,1.17,0,CASH_OUT,1
-2.348,0.726,4,PAYMENT,2
